record_id,province,district,ds_division,safe_zone_id,safe_zone_name,camp_id,camp_name,latitude,longitude,population,children_count,elderly_count,food_available,water_available,medicine_available,sanitary_available,distance_from_distribution_center,camp_capacity,road_access_status,nearest_distribution_center,camp_priority,food_priority,water_priority,medicine_priority,sanitary_priority,human_error_flag,human_error_type,infants_count,pregnant_women_count,disabled_people_count,chronic_patients_count,last_distribution_hours,vehicle_capacity_total,camp_occupancy_ratio,vulnerable_ratio 
PF-RD-01085,Western,Kalutara,Horana,SZ-0010,Horana Sports Complex Safe Zone,CAMP-01085,Horana Relief Camp 1085,6.51104,80.03635,552,87,32,257.0,1266.0,32.0,258.0,2.8,958.0,Good,Kalutara GN Division Collection Hub,Medium,Medium,High,High,Medium,No,,34,20,28,28,34,684,0.5762,0.4149
PF-RD-01086,Southern,Matara,Deniyaya,SZ-0018,Deniyaya Cooperative Hall Safe Zone,CAMP-01086,Deniyaya Relief Camp 1086,5.869435,80.575683,120,26,11,114.0,1896.0,4.0,31.0,14.3,116.0,Good,Matara Army Relief Point,Medium,Low,Low,High,Medium,No,,8,5,6,8,34,617,1.0,0.5333
PF-RD-01087,North Western,Puttalam,Puttalam,SZ-0058,Puttalam Training Centre Safe Zone,CAMP-01087,Puttalam Relief Camp 1087,8.062435,79.756005,259,63,50,214.0,3170.0,22.0,20.0,18.1,352.0,Good,Puttalam GN Division Collection Hub,Medium,Medium,Medium,High,High,No,,16,10,13,26,39,595,0.7358,0.6873
PF-RD-01088,North Western,Kurunegala,Kurunegala,SZ-0057,Kurunegala Training Centre Safe Zone,CAMP-01088,Kurunegala Relief Camp 1088,7.504102,80.293206,627,128,19,203.0,9232.0,88.0,231.0,4.4,728.0,Good,Kurunegala Army Relief Point,Low,High,Low,Low,Medium,No,,38,22,32,26,31,675,0.8613,0.4226
PF-RD-01089,Central,Matale,Matale,SZ-0046,Matale Temple Hall Safe Zone,CAMP-01089,Matale Relief Camp 1089,7.465116,80.620114,582,156,17,380.0,10663.0,22.0,116.0,1.8,684.0,Good,Matale District Relief Warehouse,Medium,Medium,Low,High,Medium,No,,35,21,30,24,26,690,0.8509,0.4863
PF-RD-01090,Western,Gampaha,Wattala,SZ-0008,Wattala Cooperative Hall Safe Zone,CAMP-01090,Wattala Relief Camp 1090,7.055887,79.951424,142,29,22,30.0,425.0,17.0,32.0,4.6,172.0,Blocked,Gampaha District Relief Warehouse,High,High,High,Medium,Medium,No,,9,5,8,12,79,145,0.8256,0.5986
PF-RD-01091,Northern,Mannar,Musali,SZ-0026,Musali Primary School Safe Zone,CAMP-01091,Musali Relief Camp 1091,9.030491,79.828038,49,11,6,27.0,375.0,5.0,22.0,13.2,102.0,Good,Mannar District Relief Warehouse,Medium,Medium,Medium,Medium,Low,No,,3,2,3,4,39,623,0.4804,0.5918
PF-RD-01092,Sabaragamuwa,Ratnapura,Balangoda,SZ-0063,Balangoda Primary School Safe Zone,CAMP-01092,Balangoda Relief Camp 1092,6.762234,80.428482,426,89,46,540.0,2744.0,80.0,62.0,3.1,660.0,Good,Ratnapura District Secretariat Stores,Medium,Low,High,Medium,High,No,,26,15,22,29,28,682,0.6455,0.5329
PF-RD-01093,Uva,Moneragala,Wellawaya,SZ-0070,Wellawaya Community Hall Safe Zone,CAMP-01093,Wellawaya Relief Camp 1093,6.87921,81.285219,1050,209,150,834.0,16393.0,183.0,473.0,3.2,1755.0,Good,Moneragala Pradeshiya Sabha Stores,Medium,Medium,Low,Medium,High,No,,63,37,53,84,27,682,0.5983,0.5676
PF-RD-01094,North Central,Anuradhapura,Thambuttegama,SZ-0050,Thambuttegama Training Centre Safe Zone,CAMP-01094,Thambuttegama Relief Camp 1094,8.303397,80.500853,269,68,22,333.0,2921.0,12.0,37.0,13.5,355.0,Good,Anuradhapura District Relief Warehouse,Medium,Low,Medium,High,High,No,,17,10,14,16,33,622,0.7577,0.5465
PF-RD-01095,Eastern,Batticaloa,Batticaloa,SZ-0032,Batticaloa Training Centre Safe Zone,CAMP-01095,Batticaloa Relief Camp 1095,7.677417,81.743451,46,12,4,17.0,659.0,4.0,11.0,4.4,56.0,Limited,Batticaloa District Relief Warehouse,Medium,High,Low,Medium,Medium,No,,3,2,3,3,49,338,0.8214,0.587
PF-RD-01096,Eastern,Batticaloa,Batticaloa,SZ-0032,Batticaloa Training Centre Safe Zone,CAMP-01096,Batticaloa Relief Camp 1096,7.647953,81.732453,161,28,6,160.0,2720.0,18.0,46.0,6.2,169.0,Good,Batticaloa District Relief Warehouse,Low,Low,Low,Medium,Medium,No,,10,6,9,7,27,664,0.9527,0.4099
PF-RD-01097,Northern,Mullaitivu,Maritimepattu,SZ-0029,Maritimepattu Sports Complex Safe Zone,CAMP-01097,Maritimepattu Relief Camp 1097,9.278561,80.839801,151,13,14,172.0,1989.0,27.0,65.0,5.2,295.0,Good,Mullaitivu District Relief Warehouse,Low,Low,Low,Low,Low,No,,10,6,8,10,28,670,0.5119,0.404
PF-RD-01098,North Western,Puttalam,Puttalam,SZ-0058,Puttalam Training Centre Safe Zone,CAMP-01098,Puttalam Relief Camp 1098,8.058782,79.764085,167,56,18,115.0,2142.0,25.0,52.0,10.7,228.0,Good,Puttalam GN Division Collection Hub,Medium,Medium,Low,High,Medium,No,,11,6,9,12,34,638,0.7325,0.6707
PF-RD-01099,Western,Colombo,Kolonnawa,SZ-0001,Kolonnawa Cooperative Hall Safe Zone,CAMP-01099,Kolonnawa Relief Camp 1099,6.991419,79.827184,272,94,31,265.0,4198.0,60.0,50.0,17.4,323.0,Limited,Colombo District Relief Warehouse,Medium,Low,Low,High,Medium,No,,17,10,14,20,54,300,0.8421,0.6838
PF-RD-01100,Central,Kandy,Peradeniya,SZ-0042,Peradeniya Training Centre Safe Zone,CAMP-01100,Peradeniya Relief Camp 1100,7.282965,80.609177,335,48,34,85.0,3477.0,12.0,19.0,21.8,571.0,Blocked,Kandy District Secretariat Stores,High,High,Medium,High,High,No,,21,12,17,22,87,123,0.5867,0.4597
PF-RD-01101,Western,Kalutara,Horana,SZ-0010,Horana Sports Complex Safe Zone,CAMP-01101,Horana Relief Camp 1101,6.513435,80.030549,307,78,31,166.0,2052.0,14.0,60.0,11.2,644.0,Blocked,Kalutara GN Division Collection Hub,High,Medium,High,High,Medium,No,,19,11,16,21,80,136,0.4767,0.5733
PF-RD-01102,Eastern,Batticaloa,Manmunai North,SZ-0034,Manmunai North Cooperative Hall Safe Zone,CAMP-01102,Manmunai North Relief Camp 1102,7.748225,81.743405,327,52,63,342.0,2512.0,43.0,107.0,11.2,564.0,Good,Batticaloa District Secretariat Stores,Low,Low,Medium,Medium,Medium,No,,20,12,17,32,35,635,0.5798,0.5994
PF-RD-01103,Northern,Kilinochchi,Pachchilaipalli,SZ-0025,Pachchilaipalli Cooperative Hall Safe Zone,CAMP-01103,Pachchilaipalli Relief Camp 1103,9.377199,80.372809,1028,169,31,1289.0,13414.0,187.0,108.0,6.4,1653.0,Good,Kilinochchi District Secretariat Stores,Low,Low,Low,Low,High,No,,62,36,52,42,27,663,0.6219,0.3813
PF-RD-01104,Northern,Mullaitivu,Manthai East,SZ-0028,Manthai East Maha Vidyalaya Safe Zone,CAMP-01104,Manthai East Relief Camp 1104,9.213204,80.772807,781,183,136,814.0,9688.0,195.0,168.0,14.7,962.0,Good,Mullaitivu GN Division Collection Hub,Medium,Low,Medium,Medium,High,No,,47,28,40,72,35,615,0.8119,0.6479
PF-RD-01105,North Western,Kurunegala,Kurunegala,SZ-0055,Kurunegala Cooperative Hall Safe Zone,CAMP-01105,Kurunegala Relief Camp 1105,7.472572,80.3696,260,64,11,280.0,3612.0,9.0,100.0,1.2,343.0,Good,Kurunegala DMC Coordination Centre,Low,Low,Low,High,Low,No,,16,10,13,12,25,693,0.758,0.4846
PF-RD-01106,Eastern,Batticaloa,Kattankudy,SZ-0035,Kattankudy Community Hall Safe Zone,CAMP-01106,Kattankudy Relief Camp 1106,7.694567,81.743493,70,20,8,19.0,1282.0,3.0,25.0,1.3,94.0,Good,Batticaloa Pradeshiya Sabha Stores,Medium,High,Low,High,Low,No,,5,3,4,5,28,693,0.7447,0.6429
PF-RD-01107,North Western,Puttalam,Anamaduwa,SZ-0059,Anamaduwa Cooperative Hall Safe Zone,CAMP-01107,Anamaduwa Relief Camp 1107,7.977795,79.862494,409,72,12,100.0,7208.0,42.0,187.0,4.1,680.0,Good,Puttalam GN Division Collection Hub,Medium,High,Low,Medium,Medium,No,,25,15,21,17,30,677,0.6015,0.3961
PF-RD-01108,Sabaragamuwa,Ratnapura,Balangoda,SZ-0063,Balangoda Primary School Safe Zone,CAMP-01108,Balangoda Relief Camp 1108,6.748802,80.43277,643,222,74,308.0,3508.0,133.0,289.0,2.8,808.0,Good,Ratnapura District Secretariat Stores,Medium,Medium,High,High,Medium,No,,39,23,33,46,33,684,0.7958,0.6796
PF-RD-01109,Southern,Hambantota,Tangalle,SZ-0020,Tangalle Public Ground Safe Zone,CAMP-01109,Tangalle Relief Camp 1109,6.226721,81.15764,658,209,72,590.0,10803.0,134.0,289.0,8.0,1230.0,Good,Hambantota GN Division Collection Hub,Low,Low,Low,Medium,Medium,No,,40,24,33,45,30,654,0.535,0.6429
PF-RD-01110,North Western,Puttalam,Anamaduwa,SZ-0059,Anamaduwa Cooperative Hall Safe Zone,CAMP-01110,Anamaduwa Relief Camp 1110,7.953981,79.855553,1097,299,101,865.0,13793.0,82.0,317.0,13.7,1676.0,Good,Puttalam GN Division Collection Hub,Medium,Medium,Medium,High,High,No,,66,39,55,69,36,621,0.6545,0.5734
PF-RD-01111,Western,Gampaha,Negombo,SZ-0005,Negombo Training Centre Safe Zone,CAMP-01111,Negombo Relief Camp 1111,7.124503,80.024296,665,171,152,712.0,13067.0,133.0,298.0,27.1,938.0,Good,Gampaha District Secretariat Stores,Medium,Low,Low,High,Medium,No,,40,24,34,74,41,542,0.709,0.7444
PF-RD-01112,Western,Gampaha,Negombo,SZ-0005,Negombo Training Centre Safe Zone,CAMP-01112,Negombo Relief Camp 1112,7.128758,80.02215,745,146,95,260.0,8250.0,105.0,110.0,5.7,1371.0,Limited,Gampaha District Secretariat Stores,Medium,High,Medium,Medium,High,No,,45,27,38,56,51,334,0.5434,0.5463
PF-RD-01113,Southern,Matara,Weligama,SZ-0016,Weligama Temple Hall Safe Zone,CAMP-01113,Weligama Relief Camp 1113,5.980234,80.606862,208,55,26,43.0,2663.0,52.0,25.0,9.2,375.0,Good,Matara Army Relief Point,Medium,High,Low,Medium,High,No,,13,8,11,16,36,647,0.5547,0.6202
PF-RD-01114,Sabaragamuwa,Ratnapura,Balangoda,SZ-0063,Balangoda Primary School Safe Zone,CAMP-01114,Balangoda Relief Camp 1114,6.762525,80.435218,285,43,9,232.0,2136.0,61.0,127.0,40.0,458.0,Good,Ratnapura District Secretariat Stores,Low,Medium,Medium,Low,Low,No,,18,10,15,12,56,467,0.6223,0.3754
PF-RD-01115,Eastern,Ampara,Pottuvil,SZ-0036,Pottuvil Sports Complex Safe Zone,CAMP-01115,Pottuvil Relief Camp 1115,7.291967,81.677004,467,120,106,262.0,2268.0,98.0,75.0,10.5,700.0,Good,Ampara DMC Coordination Centre,High,Medium,High,High,High,No,,29,17,24,52,38,639,0.6671,0.7452
PF-RD-01116,Western,Colombo,Kolonnawa,SZ-0001,Kolonnawa Cooperative Hall Safe Zone,CAMP-01116,Kolonnawa Relief Camp 1116,6.989448,79.832995,53,9,4,61.0,833.0,4.0,11.0,6.2,40.0,Good,Colombo District Relief Warehouse,Low,Low,Low,Medium,Medium,No,,4,2,3,3,27,664,1.0,0.4717
PF-RD-01117,Western,Kalutara,Beruwala,SZ-0011,Beruwala Maha Vidyalaya Safe Zone,CAMP-01117,Beruwala Relief Camp 1117,6.672919,79.926275,95,24,17,94.0,654.0,25.0,25.0,9.7,129.0,Good,Kalutara DMC Coordination Centre,Medium,Low,Medium,High,Medium,No,,6,4,5,9,34,644,0.7364,0.6842
PF-RD-01118,Eastern,Batticaloa,Manmunai North,SZ-0034,Manmunai North Cooperative Hall Safe Zone,CAMP-01118,Manmunai North Relief Camp 1118,7.726458,81.720496,465,97,55,446.0,1297.0,94.0,63.0,7.4,514.0,Good,Batticaloa District Secretariat Stores,Medium,Low,High,Medium,High,No,,28,17,24,34,34,657,0.9047,0.5484
PF-RD-01119,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0062,Ratnapura Sports Complex Safe Zone,CAMP-01119,Ratnapura Relief Camp 1119,6.709998,80.359198,175,27,20,178.0,518.0,40.0,48.0,12.5,310.0,Good,Ratnapura Army Relief Point,Low,Low,High,Low,Medium,No,,11,7,9,13,38,628,0.5645,0.4971
PF-RD-01120,Western,Gampaha,Wattala,SZ-0008,Wattala Cooperative Hall Safe Zone,CAMP-01120,Wattala Relief Camp 1120,7.068861,79.963487,553,62,37,417.0,8121.0,116.0,173.0,15.8,780.0,Good,Gampaha District Relief Warehouse,Low,Medium,Low,Low,Medium,No,,34,20,28,30,37,608,0.709,0.3816
PF-RD-01121,Northern,Jaffna,Chavakachcheri,SZ-0023,Chavakachcheri Maha Vidyalaya Safe Zone,CAMP-01121,Chavakachcheri Relief Camp 1121,9.645835,80.099757,257,52,10,108.0,898.0,16.0,105.0,27.8,391.0,Limited,Jaffna District Secretariat Stores,High,High,High,High,Low,No,,16,9,13,12,69,269,0.6573,0.4358
PF-RD-01122,Western,Colombo,Kolonnawa,SZ-0002,Kolonnawa Primary School Safe Zone,CAMP-01122,Kolonnawa Relief Camp 1122,6.858528,79.798755,115,42,15,122.0,1139.0,13.0,34.0,5.3,122.0,Good,Colombo District Relief Warehouse,Medium,Low,Medium,High,Medium,No,,7,5,6,9,30,670,0.9426,0.7304
PF-RD-01123,Western,Colombo,Kaduwela,SZ-0004,Kaduwela Divisional Secretariat Hall Safe Zone,CAMP-01123,Kaduwela Relief Camp 1123,6.887437,79.874317,40,8,3,11.0,680.0,2.0,9.0,4.6,77.0,Good,Colombo Army Relief Point,Medium,High,Low,High,Medium,No,,3,2,2,3,31,674,0.5195,0.525
PF-RD-01124,Southern,Hambantota,Tangalle,SZ-0020,Tangalle Public Ground Safe Zone,CAMP-01124,Tangalle Relief Camp 1124,6.218399,81.148404,236,70,7,274.0,2357.0,37.0,20.0,7.7,349.0,Good,Hambantota GN Division Collection Hub,Medium,Low,Medium,Medium,High,No,,15,9,12,10,30,656,0.6762,0.5212
PF-RD-01125,North Central,Anuradhapura,Thambuttegama,SZ-0050,Thambuttegama Training Centre Safe Zone,CAMP-01125,Thambuttegama Relief Camp 1125,8.3136,80.516933,154,29,14,196.0,377.0,28.0,77.0,14.9,131.0,Good,Anuradhapura District Relief Warehouse,Low,Low,High,Low,Low,No,,10,6,8,10,37,614,1.0,0.5
PF-RD-01126,Western,Gampaha,Wattala,SZ-0007,Wattala Central College Safe Zone,CAMP-01126,Wattala Relief Camp 1126,7.095413,79.948225,344,59,56,233.0,3867.0,33.0,99.0,6.4,712.0,Good,Gampaha GN Division Collection Hub,Medium,Medium,Medium,Medium,Medium,No,,21,13,18,30,31,663,0.4831,0.5727
PF-RD-01127,Western,Colombo,Homagama,SZ-0003,Homagama Sports Complex Safe Zone,CAMP-01127,Homagama Relief Camp 1127,6.926627,79.833741,285,45,22,220.0,2142.0,49.0,112.0,16.0,349.0,Limited,Colombo Pradeshiya Sabha Stores,Low,Medium,Medium,Low,Low,No,,18,10,15,17,57,304,0.8166,0.4456
PF-RD-01128,Northern,Vavuniya,Vavuniya South,SZ-0030,Vavuniya South Public Ground Safe Zone,CAMP-01128,Vavuniya South Relief Camp 1128,8.827089,80.462792,497,91,35,174.0,5936.0,37.0,203.0,10.2,430.0,Good,Vavuniya GN Division Collection Hub,Medium,High,Medium,High,Medium,No,,30,18,25,28,36,641,1.0,0.4567
PF-RD-01129,Eastern,Batticaloa,Batticaloa,SZ-0033,Batticaloa Maha Vidyalaya Safe Zone,CAMP-01129,Batticaloa Relief Camp 1129,7.707539,81.680967,175,40,12,110.0,1552.0,24.0,31.0,7.6,148.0,Limited,Batticaloa DMC Coordination Centre,Medium,Medium,Medium,Medium,Medium,No,,11,7,9,10,52,328,1.0,0.5086
PF-RD-01130,Northern,Jaffna,Karainagar,SZ-0022,Karainagar Primary School Safe Zone,CAMP-01130,Karainagar Relief Camp 1130,9.689838,79.987007,129,29,19,126.0,2040.0,7.0,27.0,5.4,115.0,Good,Jaffna District Relief Warehouse,Medium,Low,Low,High,Medium,No,,8,5,7,11,28,669,1.0,0.6124
PF-RD-01131,Eastern,Batticaloa,Kattankudy,SZ-0035,Kattankudy Community Hall Safe Zone,CAMP-01131,Kattankudy Relief Camp 1131,7.67941,81.751654,1131,399,96,492.0,8677.0,132.0,596.0,1.6,1733.0,Good,Batticaloa Pradeshiya Sabha Stores,Medium,High,Medium,High,High,No,,68,40,57,68,31,691,0.6526,0.6437
PF-RD-01132,Western,Kalutara,Beruwala,SZ-0011,Beruwala Maha Vidyalaya Safe Zone,CAMP-01132,Beruwala Relief Camp 1132,6.667719,79.915429,554,94,48,406.0,10451.0,31.0,220.0,10.7,1178.0,Good,Kalutara DMC Coordination Centre,Medium,Medium,Low,High,Medium,No,,34,20,28,34,31,638,0.4703,0.4657
PF-RD-01133,Western,Kalutara,Beruwala,SZ-0012,Beruwala Maha Vidyalaya Safe Zone,CAMP-01133,Beruwala Relief Camp 1133,6.668968,80.047118,749,139,115,367.0,9804.0,85.0,205.0,9.4,960.0,Good,Kalutara GN Division Collection Hub,Medium,Medium,Low,Medium,High,No,,45,27,38,63,35,646,0.7802,0.5701
PF-RD-01134,Western,Kalutara,Beruwala,SZ-0012,Beruwala Maha Vidyalaya Safe Zone,CAMP-01134,Beruwala Relief Camp 1134,6.671515,80.020869,565,157,18,386.0,11063.0,47.0,171.0,9.6,1110.0,Good,Kalutara GN Division Collection Hub,Low,Medium,Low,Medium,Medium,No,,34,20,29,24,31,644,0.509,0.4991
PF-RD-01135,Eastern,Ampara,Akkaraipattu,SZ-0037,Akkaraipattu Maha Vidyalaya Safe Zone,CAMP-01135,Akkaraipattu Relief Camp 1135,7.314271,81.639947,90,16,10,55.0,852.0,3.0,25.0,3.8,143.0,Limited,Ampara District Secretariat Stores,Medium,Medium,Medium,High,Medium,No,,6,4,5,7,50,339,0.6294,0.5333
PF-RD-01136,Eastern,Batticaloa,Kattankudy,SZ-0035,Kattankudy Community Hall Safe Zone,CAMP-01136,Kattankudy Relief Camp 1136,7.687057,81.757946,509,135,74,648.0,7178.0,84.0,237.0,5.3,902.0,Good,Batticaloa Pradeshiya Sabha Stores,Low,Low,Low,Medium,Medium,No,,31,18,26,42,27,670,0.5643,0.6405
PF-RD-01137,Sabaragamuwa,Kegalle,Ruwanwella,SZ-0066,Ruwanwella Central College Safe Zone,CAMP-01137,Ruwanwella Relief Camp 1137,7.252863,80.273675,589,65,48,265.0,2334.0,46.0,201.0,10.5,509.0,Limited,Kegalle District Secretariat Stores,Medium,High,High,Medium,Medium,No,,36,21,30,35,57,320,1.0,0.399
PF-RD-01138,Uva,Moneragala,Wellawaya,SZ-0070,Wellawaya Community Hall Safe Zone,CAMP-01138,Wellawaya Relief Camp 1138,6.851005,81.296759,580,153,123,528.0,8868.0,142.0,306.0,11.2,1051.0,Good,Moneragala Pradeshiya Sabha Stores,Low,Low,Low,High,Medium,No,,35,21,29,61,32,635,0.5519,0.7276
PF-RD-01139,Northern,Vavuniya,Vavuniya,SZ-0031,Vavuniya Public Ground Safe Zone,CAMP-01139,Vavuniya Relief Camp 1139,8.827838,80.492006,208,48,21,169.0,518.0,8.0,96.0,5.2,289.0,Good,Vavuniya GN Division Collection Hub,Medium,Medium,High,High,Low,No,,13,8,11,14,34,670,0.7197,0.5529
PF-RD-01140,Southern,Hambantota,Tissamaharama,SZ-0019,Tissamaharama Public Ground Safe Zone,CAMP-01140,Tissamaharama Relief Camp 1140,6.102612,81.076503,423,74,13,250.0,3251.0,20.0,33.0,6.4,565.0,Good,Hambantota GN Division Collection Hub,Medium,Medium,Medium,High,High,No,,26,15,22,18,33,663,0.7487,0.3972
PF-RD-01141,Sabaragamuwa,Kegalle,Ruwanwella,SZ-0064,Ruwanwella Public Ground Safe Zone,CAMP-01141,Ruwanwella Relief Camp 1141,7.210469,80.365918,200,46,34,208.0,1839.0,45.0,44.0,1.6,411.0,Good,Kegalle DMC Coordination Centre,Low,Low,Medium,Medium,Medium,No,,12,8,10,18,27,691,0.4866,0.64
PF-RD-01142,North Central,Anuradhapura,Kekirawa,SZ-0051,Kekirawa Central College Safe Zone,CAMP-01142,Kekirawa Relief Camp 1142,9.311002,80.440588,723,168,109,281.0,9071.0,183.0,211.0,12.8,1570.0,Good,Anuradhapura District Relief Warehouse,Medium,High,Medium,Medium,High,Yes,coordinate_typo,44,26,37,60,38,626,0.4605,0.6141
PF-RD-01143,Eastern,Ampara,Akkaraipattu,SZ-0038,Akkaraipattu Primary School Safe Zone,CAMP-01143,Akkaraipattu Relief Camp 1143,7.404628,81.705233,92,18,17,69.0,1602.0,8.0,33.0,4.4,169.0,Good,Ampara GN Division Collection Hub,Low,Medium,Low,Medium,Low,No,,6,4,5,9,28,675,0.5444,0.6413
PF-RD-01144,Central,Matale,Matale,SZ-0046,Matale Temple Hall Safe Zone,CAMP-01144,Matale Relief Camp 1144,7.478643,80.60993,470,132,54,293.0,5664.0,72.0,39.0,20.2,774.0,Good,Matale District Relief Warehouse,Medium,Medium,Medium,Medium,High,No,,29,17,24,33,41,583,0.6072,0.6149
PF-RD-01145,Western,Kalutara,Horana,SZ-0010,Horana Sports Complex Safe Zone,CAMP-01145,Horana Relief Camp 1145,6.474729,80.026174,46,10,6,24.0,322.0,3.0,11.0,30.4,65.0,Blocked,Kalutara GN Division Collection Hub,Medium,Medium,Medium,High,Medium,No,,3,2,3,4,93,112,0.7077,0.6087
PF-RD-01146,Sabaragamuwa,Kegalle,Ruwanwella,SZ-0064,Ruwanwella Public Ground Safe Zone,CAMP-01146,Ruwanwella Relief Camp 1146,7.205874,80.386131,69,19,15,34.0,194.0,9.0,6.0,22.7,116.0,Blocked,Kegalle DMC Coordination Centre,High,Medium,High,High,High,No,,5,3,4,8,90,122,0.5948,0.7826
PF-RD-01147,North Central,Polonnaruwa,Medirigiriya,SZ-0052,Medirigiriya Cooperative Hall Safe Zone,CAMP-01147,Medirigiriya Relief Camp 1147,7.849593,81.055754,163,24,14,116.0,2011.0,16.0,41.0,34.7,289.0,Good,Polonnaruwa DMC Coordination Centre,Medium,Medium,Medium,Medium,Medium,No,,10,6,9,10,51,498,0.564,0.4479
PF-RD-01148,Northern,Jaffna,Chavakachcheri,SZ-0023,Chavakachcheri Maha Vidyalaya Safe Zone,CAMP-01148,Chavakachcheri Relief Camp 1148,9.644613,80.099228,314,43,40,172.0,5279.0,67.0,33.0,1.3,637.0,Good,Jaffna District Secretariat Stores,Low,Medium,Low,Low,High,No,,19,11,16,24,27,693,0.4929,0.4873
PF-RD-01149,North Central,Polonnaruwa,Hingurakgoda,SZ-0054,Hingurakgoda Divisional Secretariat Hall Safe Zone,CAMP-01149,Hingurakgoda Relief Camp 1149,7.911935,80.988574,127,26,12,29.0,2212.0,30.0,49.0,10.1,106.0,Good,Polonnaruwa DMC Coordination Centre,Low,High,Low,Low,Low,No,,8,5,7,9,35,642,1.0,0.5276
PF-RD-01150,North Central,Anuradhapura,Thambuttegama,SZ-0050,Thambuttegama Training Centre Safe Zone,CAMP-01150,Thambuttegama Relief Camp 1150,8.300411,80.496432,540,158,18,330.0,7692.0,71.0,175.0,40.0,766.0,Limited,Anuradhapura District Relief Warehouse,Medium,Medium,Low,Medium,Medium,No,,33,19,27,23,73,234,0.705,0.5148
PF-RD-01151,Northern,Mullaitivu,Manthai East,SZ-0028,Manthai East Maha Vidyalaya Safe Zone,CAMP-01151,Manthai East Relief Camp 1151,9.22765,80.777384,642,138,81,354.0,6584.0,111.0,217.0,2.5,689.0,Good,Mullaitivu GN Division Collection Hub,Medium,Medium,Medium,Medium,Medium,No,,39,23,33,48,31,686,0.9318,0.5639
PF-RD-01152,Southern,Galle,Galle Four Gravets,SZ-0015,Galle Four Gravets Temple Hall Safe Zone,CAMP-01152,Galle Four Gravets Relief Camp 1152,6.048835,80.27331,311,61,41,108.0,2127.0,57.0,72.0,4.5,623.0,Limited,Galle Army Relief Point,Medium,High,Medium,Medium,Medium,No,,19,11,16,24,52,337,0.4992,0.5531
PF-RD-01153,Western,Kalutara,Beruwala,SZ-0011,Beruwala Maha Vidyalaya Safe Zone,CAMP-01153,Beruwala Relief Camp 1153,6.655593,79.923184,132,20,8,62.0,835.0,6.0,19.0,12.8,117.0,Blocked,Kalutara DMC Coordination Centre,High,Medium,High,High,High,No,,8,5,7,7,82,134,1.0,0.4167
PF-RD-01154,Eastern,Ampara,Akkaraipattu,SZ-0037,Akkaraipattu Maha Vidyalaya Safe Zone,CAMP-01154,Akkaraipattu Relief Camp 1154,7.3074,81.652302,743,268,91,701.0,3195.0,174.0,73.0,6.6,1126.0,Limited,Ampara District Secretariat Stores,Medium,Low,High,High,High,No,,45,27,38,55,52,331,0.6599,0.7052
PF-RD-01155,Central,Kandy,Teldeniya,SZ-0043,Teldeniya Maha Vidyalaya Safe Zone,CAMP-01155,Teldeniya Relief Camp 1155,7.265058,80.638545,251,64,44,249.0,3599.0,62.0,130.0,3.6,386.0,Good,Kandy Pradeshiya Sabha Stores,Low,Low,Low,High,Low,No,,16,9,13,23,27,679,0.6503,0.6733
PF-RD-01156,Sabaragamuwa,Kegalle,Ruwanwella,SZ-0064,Ruwanwella Public Ground Safe Zone,CAMP-01156,Ruwanwella Relief Camp 1156,7.226859,80.379049,240,61,55,290.0,3152.0,63.0,71.0,6.2,500.0,Good,Kegalle DMC Coordination Centre,Low,Low,Low,High,Medium,No,,15,9,12,27,27,664,0.48,0.7458
PF-RD-01157,Northern,Mannar,Nanaddan,SZ-0027,Nanaddan Sports Complex Safe Zone,CAMP-01157,Nanaddan Relief Camp 1157,8.997611,79.888439,639,134,67,362.0,10225.0,46.0,267.0,7.8,540.0,Good,Mannar GN Division Collection Hub,Medium,Medium,Low,High,Medium,No,,39,23,32,43,31,655,1.0,0.529
PF-RD-01158,Eastern,Ampara,Pottuvil,SZ-0036,Pottuvil Sports Complex Safe Zone,CAMP-01158,Pottuvil Relief Camp 1158,7.297094,81.679968,223,23,14,248.0,2598.0,7.0,20.0,6.9,476.0,Good,Ampara DMC Coordination Centre,Medium,Low,Medium,High,High,No,,14,8,12,12,30,660,0.4685,0.3722
PF-RD-01159,North Central,Anuradhapura,Kekirawa,SZ-0051,Kekirawa Central College Safe Zone,CAMP-01159,Kekirawa Relief Camp 1159,8.302609,80.443338,632,77,59,283.0,4693.0,19.0,130.0,6.0,756.0,Limited,Anuradhapura District Relief Warehouse,Medium,High,Medium,High,Medium,No,,38,23,32,40,52,333,0.836,0.4256
PF-RD-01160,Northern,Mannar,Musali,SZ-0026,Musali Primary School Safe Zone,CAMP-01160,Musali Relief Camp 1160,9.035876,79.840907,1056,238,89,905.0,8354.0,216.0,451.0,11.0,1222.0,Good,Mannar District Relief Warehouse,Medium,Low,Medium,Medium,High,No,,64,37,53,63,36,636,0.8642,0.5152
PF-RD-01161,Western,Colombo,Homagama,SZ-0003,Homagama Sports Complex Safe Zone,CAMP-01161,Homagama Relief Camp 1161,6.943027,79.848885,882,191,125,918.0,15711.0,165.0,180.0,20.2,999.0,Good,Colombo Pradeshiya Sabha Stores,Low,Low,Low,Medium,High,No,,53,31,45,71,37,583,0.8829,0.585
